Id,SalePrice
1602,118672.86
1603,78900.77
1604,267719.94
1605,248635.61
1606,168391.22
1607,179519.3
1608,213647.61
1609,198753.19
1610,171227.89
1611,140696.52
1612,169453.86
1613,163226.45
1614,114821.945
1615,78361.06
1616,70557.46
1617,73136.77
1618,122413.65
1619,129066.68
1620,158807.52
1621,139750.17
1622,153301.56
1623,310309.0
1624,222393.14
1625,127826.48
1626,165239.72
1627,187342.34
1628,301197.53
1629,182801.31
1630,354154.03
1631,239651.62
1632,245328.5
1633,180995.52
1634,179323.14
1635,175022.38
1636,165036.0
1637,153048.12
1638,202971.44
1639,177406.81
1640,261971.81
1641,178527.39
1642,217268.22
1643,216031.98
1644,242036.45
1645,168942.34
1646,157778.33
1647,164768.58
1648,126946.47
1649,137440.62
1650,121885.92
1651,117563.125
1652,93883.38
1653,92802.266
1654,148120.06
1655,151540.44
1656,148034.3
1657,152464.34
1658,143628.44
1659,128418.03
1660,141324.89
1661,514259.62
1662,401637.03
1663,409101.47
1664,468314.62
1665,323235.12
1666,308584.4
1667,380990.16
1668,321720.97
1669,288308.2
1670,344830.4
1671,241537.23
1672,542622.25
1673,274157.78
1674,248310.64
1675,183086.34
1676,194680.8
1677,225309.73
1678,499307.9
1679,375931.53
1680,341528.38
1681,242355.73
1682,277597.84
1683,174985.28
1684,169704.08
1685,178746.47
1686,161686.08
1687,174355.2
1688,182623.97
1689,181019.92
1690,183223.7
1691,181839.4
1692,294895.75
1693,174848.73
1694,183899.1
1695,169117.06
1696,263589.53
1697,163957.92
1698,379883.16
1699,341801.66
1700,265096.78
1701,273996.78
1702,231956.92
1703,242531.4
1704,292156.78
1705,241498.86
1706,506287.0
1707,227552.02
1708,222598.33
1709,274250.03
1710,246686.3
1711,265920.66
1712,233162.3
1713,251006.83
1714,230610.3
1715,208742.23
1716,191101.73
1717,170176.4
1718,132560.1
1719,199187.16
1720,265440.47
1721,172491.03
1722,115604.92
1723,154794.42
1724,212733.25
1725,229015.56
1726,187157.22
1727,168728.02
1728,173540.34
1729,160715.3
1730,155614.44
1731,116523.47
1732,121706.35
1733,115832.64
1734,119700.79
1735,128979.19
1736,104968.734
1737,379047.38
1738,224477.28
1739,246138.95
1740,217835.7
1741,209382.44
1742,172068.14
1743,173087.0
1744,291572.97
1745,258442.5
1746,297471.8
1747,216383.17
1748,203366.19
1749,156849.73
1750,128994.89
1751,224565.36
1752,118325.83
1753,135887.62
1754,191184.22
1755,170308.33
1756,131676.23
1757,123766.76
1758,151870.4
1759,151956.98
1760,171178.62
1761,145557.73
1762,183193.52
1763,181916.84
1764,120341.81
1765,166646.23
1766,163055.48
1767,202656.62
1768,145134.95
1769,161506.55
1770,138936.25
1771,137105.69
1772,146820.6
1773,130834.25
1774,122578.03
1775,137707.72
1776,124917.97
1777,118673.266
1778,131560.52
1779,114733.0
1780,173893.52
1781,134224.25
1782,102875.09
1783,136961.12
1784,83445.59
1785,117595.9
1786,142633.8
1787,171811.72
1788,55117.74
1789,107434.91
1790,83723.586
1791,189397.89
1792,153834.19
1793,153582.3
1794,146646.88
1795,141796.05
1796,124836.43
1797,122015.37
1798,128115.47
1799,114435.12
1800,124438.78
1801,119255.35
1802,141345.3
1803,144855.89
1804,141897.16
1805,133171.3
1806,113592.01
1807,144990.22
1808,120096.67
1809,123334.56
1810,139447.69
1811,109713.13
1812,122358.484
1813,118009.83
1814,98065.086
1815,59910.402
1816,97755.5
1817,135432.25
1818,134904.14
1819,108422.94
1820,78362.58
1821,119917.586
1822,147440.38
1823,46157.273
1824,138934.48
1825,126920.234
1826,119488.12
1827,102251.84
1828,141976.61
1829,116559.72
1830,161744.75
1831,148741.8
1832,108694.14
1833,149152.94
1834,131608.39
1835,151125.52
1836,122965.32
1837,91213.586
1838,129165.76
1839,65079.605
1840,179252.34
1841,149032.61
1842,83761.266
1843,141006.89
1844,128274.62
1845,139638.25
1846,154100.39
1847,162642.44
1848,56590.63
1849,115179.21
1850,126430.94
1851,149317.17
1852,134440.67
1853,115294.74
1854,167147.06
1855,156425.48
1856,217994.58
1857,133729.1
1858,140561.8
1859,119223.65
1860,157888.4
1861,119223.65
1862,247439.4
1863,234597.75
1864,234597.75
1865,334876.7
1866,338037.03
1867,257016.89
1868,285684.03
1869,204444.16
1870,221338.92
1871,259072.9
1872,174687.61
1873,263514.88
1874,137618.8
1875,188800.69
1876,186653.88
1877,210707.38
1878,195132.86
1879,146025.48
1880,132897.28
1881,227373.58
1882,262137.1
1883,197066.92
1884,201014.78
1885,263854.4
1886,289574.6
1887,201858.73
1888,271293.4
1889,161244.83
1890,137865.7
1891,142378.44
1892,106075.79
1893,130397.68
1894,121338.43
1895,140940.56
1896,125583.46
1897,132837.8
1898,101510.38
1899,149504.83
1900,134627.16
1901,168574.84
1902,152030.0
1903,230533.64
1904,132262.3
1905,184108.7
1906,156290.7
1907,218407.81
1908,127753.56
1909,132592.56
1910,124993.89
1911,234617.78
1912,263873.06
1913,154401.62
1914,57672.51
1915,326340.34
1916,69050.08
1917,271111.22
1918,144416.0
1919,164872.72
1920,126604.64
1921,388754.47
1922,303460.8
1923,191933.08
1924,258547.28
1925,210292.33
1926,349305.94
1927,135866.27
1928,154906.12
1929,110394.16
1930,139179.77
1931,152617.03
1932,130228.66
1933,171324.72
1934,183218.23
1935,180776.62
1936,195092.17
1937,184318.6
1938,156139.55
1939,246370.88
1940,193608.06
1941,166871.84
1942,195521.17
1943,213803.27
1944,317744.2
1945,376087.9
1946,156262.27
1947,322686.75
1948,181202.19
1949,253656.3
1950,179567.56
1951,261437.81
1952,276556.53
1953,173714.69
1954,181436.28
1955,141531.69
1956,237534.69
1957,151733.56
1958,311669.97
1959,133966.0
1960,108206.87
1961,121052.75
1962,94218.08
1963,121015.76
1964,114575.85
1965,148438.0
1966,145168.88
1967,301713.7
1968,454822.16
1969,379274.3
1970,456182.28
1971,475209.62
1972,366448.94
1973,273901.78
1974,314047.66
1975,504291.1
1976,291335.5
1977,362620.03
1978,352414.4
1979,307051.8
1980,192281.05
1981,333774.75
1982,249795.7
1983,230152.98
1984,165127.12
1985,201796.66
1986,200345.64
1987,199404.55
1988,184139.75
1989,184825.19
1990,216905.25
1991,228627.47
1992,224358.98
1993,169482.8
1994,228769.92
1995,178697.42
1996,269170.06
1997,312089.53
1998,352647.6
1999,271638.56
2000,283450.2
2001,275482.3
2002,227165.98
2003,246894.84
2004,273492.56
2005,231727.05
2006,238028.33
2007,231638.89
2008,231683.5
2009,193322.77
2010,179249.23
2011,129951.03
2012,178353.73
2013,185638.62
2014,184854.06
2015,201347.7
2016,190960.02
2017,204769.23
2018,113682.38
2019,126076.266
2020,126295.32
2021,111736.98
2022,177398.53
2023,136679.58
2024,234715.27
2025,405289.66
2026,170849.95
2027,140039.9
2028,146585.11
2029,180495.92
2030,291921.16
2031,259461.2
2032,260551.69
2033,247555.86
2034,154813.66
2035,222379.5
2036,184052.5
2037,189164.27
2038,330469.0
2039,228431.52
2040,371476.47
2041,288213.78
2042,198605.11
2043,163075.81
2044,148657.58
2045,221807.28
2046,136585.4
2047,146007.05
2048,136259.84
2049,136534.9
2050,186664.12
2051,102864.32
2052,122877.65
2053,152650.36
2054,71250.016
2055,173505.8
2056,126215.57
2057,133666.75
2058,258747.73
2059,149349.88
2060,158212.81
2061,187131.28
2062,139505.6
2063,124425.6
2064,144931.17
2065,130499.28
2066,172848.69
2067,115372.195
2068,124380.74
2069,71497.695
2070,108530.87
2071,92259.89
2072,143694.48
2073,140964.72
2074,183382.66
2075,150797.42
2076,129593.44
2077,151509.92
2078,128261.02
2079,124795.26
2080,115067.44
2081,127330.53
2082,124956.11
2083,132030.62
2084,101407.76
2085,121155.85
2086,124498.53
2087,113726.8
2088,100557.72
2089,102403.336
2090,136769.38
2091,114630.59
2092,119988.484
2093,124535.42
2094,137610.16
2095,165235.39
2096,75159.75
2097,96697.35
2098,152807.66
2099,52385.45
2100,99641.66
2101,115410.21
2102,138067.92
2103,96597.78
2104,114407.72
2105,132045.33
2106,73619.74
2107,221701.92
2108,120719.79
2109,110746.32
2110,134554.42
2111,147684.52
2112,144338.73
2113,126558.52
2114,106656.016
2115,168339.52
2116,120951.87
2117,149670.33
2118,133098.31
2119,105995.11
2120,99417.164
2121,89345.34
2122,110536.59
2123,67873.41
2124,164025.7
2125,123158.61
2126,181030.23
2127,145703.2
2128,143571.45
2129,106013.41
2130,133974.3
2131,165414.78
2132,116778.96
2133,112425.56
2134,110386.78
2135,100670.516
2136,78534.19
2137,101249.78
2138,132844.84
2139,157764.42
2140,130041.56
2141,143455.17
2142,136326.95
2143,142452.2
2144,97970.555
2145,134991.11
2146,160180.72
2147,145284.7
2148,133168.61
2149,134042.42
2150,252246.36
2151,131583.58
2152,168540.75
2153,163747.3
2154,118141.42
2155,115426.09
2156,242244.58
2157,260703.28
2158,248614.28
2159,211908.05
2160,174450.12
2161,253430.95
2162,449207.5
2163,334812.5
2164,262739.9
2165,183711.5
2166,145022.97
2167,212929.7
2168,211285.47
2169,190080.73
2170,223105.53
2171,143408.7
2172,134752.39
2173,154450.58
2174,234936.1
2175,308095.78
2176,318107.84
2177,238646.39
2178,230688.98
2179,144612.42
2180,202627.5
2181,185114.31
2182,230023.62
2183,190508.31
2184,122949.695
2185,124752.63
2186,137827.84
2187,160855.58
2188,163996.53
2189,175626.7
2190,72150.17
2191,84798.11
2192,97552.79
2193,80255.516
2194,93561.95
2195,116180.625
2196,93006.195
2197,100758.87
2198,152540.5
2199,188883.97
2200,152992.53
2201,145579.0
2202,211640.84
2203,173996.72
2204,192629.05
2205,144549.88
2206,155009.94
2207,208033.73
2208,244734.88
2209,211383.7
2210,127788.5
2211,115652.32
2212,106941.76
2213,100288.445
2214,129754.31
2215,93534.555
2216,151605.58
2217,83508.945
2218,75490.77
2219,72640.51
2220,79294.664
2221,325059.88
2222,263847.78
2223,280321.66
2224,203806.25
2225,136318.22
2226,162834.03
2227,194770.62
2228,269312.66
2229,246718.88
2230,176815.42
2231,213863.42
2232,171811.0
2233,186144.73
2234,270485.66
2235,201292.86
2236,271584.2
2237,339436.9
2238,213382.19
2239,127934.516
2240,159406.67
2241,149777.22
2242,125553.53
2243,120879.586
2244,86505.9
2245,97457.51
2246,151471.23
2247,92763.83
2248,123539.62
2249,123412.195
2250,128402.72
2251,159609.34
2252,174181.6
2253,173399.34
2254,184135.6
2255,191991.19
2256,180430.81
2257,201220.84
2258,173531.25
2259,173827.77
2260,136969.45
2261,192258.38
2262,206710.62
2263,340507.88
2264,467700.12
2265,159757.72
2266,307144.2
2267,344061.3
2268,404211.03
2269,159091.73
2270,180139.98
2271,264977.6
2272,207135.48
2273,173822.36
2274,177929.25
2275,185171.94
2276,186883.5
2277,174174.36
2278,148798.88
2279,116889.92
2280,116760.73
2281,180064.95
2282,187044.55
2283,94361.266
2284,103905.46
2285,129272.375
2286,123421.69
2287,356014.56
2288,255696.75
2289,408922.5
2290,471830.22
2291,347272.1
2292,435744.75
2293,487652.06
2294,419439.38
2295,450110.47
2296,324660.44
2297,317643.38
2298,337742.53
2299,457376.72
2300,342999.78
2301,272279.94
2302,230892.89
2303,240082.5
2304,246760.58
2305,177166.17
2306,180119.55
2307,187320.42
2308,211164.69
2309,306237.53
2310,237869.67
2311,182415.55
2312,166156.56
2313,175512.31
2314,160208.86
2315,177402.64
2316,173056.98
2317,177920.19
2318,180312.75
2319,174972.42
2320,178046.03
2321,237263.06
2322,162258.77
2323,175904.36
2324,163389.64
2325,212094.25
2326,171728.48
2327,223391.89
2328,229629.23
2329,193948.67
2330,178860.61
2331,348435.53
2332,389947.56
2333,316023.1
2334,270607.88
2335,267800.2
2336,341128.0
2337,213261.95
2338,298322.97
2339,219665.64
2340,377911.8
2341,196296.95
2342,233019.56
2343,232332.86
2344,222413.31
2345,235616.84
2346,236366.16
2347,208889.42
2348,235529.25
2349,151755.88
2350,284569.6
2351,263848.38
2352,232085.53
2353,235479.33
2354,116981.08
2355,152222.08
2356,147433.97
2357,187395.25
2358,183200.22
2359,118921.06
2360,115825.38
2361,148443.6
2362,284706.12
2363,142081.14
2364,159253.27
2365,242131.8
2366,180234.6
2367,205452.05
2368,201444.22
2369,201284.89
2370,182887.77
2371,174401.06
2372,193805.11
2373,271879.0
2374,283358.66
2375,270862.7
2376,284533.78
2377,395027.66
2378,147272.25
2379,181354.33
2380,145894.22
2381,158675.03
2382,184316.25
2383,207918.47
2384,243344.36
2385,154274.45
2386,153338.17
2387,132256.44
2388,94329.07
2389,129487.03
2390,141288.66
2391,148597.61
2392,114035.484
2393,166358.38
2394,149810.58
2395,199039.42
2396,142266.27
2397,203107.67
2398,121393.86
2399,50325.67
2400,64804.85
2401,105466.63
2402,141031.36
2403,131331.03
2404,148448.28
2405,156922.22
2406,143742.77
2407,136631.48
2408,151550.03
2409,133332.52
2410,175541.16
2411,130837.53
2412,157602.03
2413,142184.92
2414,132584.2
2415,127652.04
2416,128589.414
2417,125444.62
2418,125416.69
2419,136340.23
2420,133040.75
2421,160779.69
2422,133161.83
2423,117006.56
2424,151103.92
2425,183215.3
2426,109930.516
2427,118543.03
2428,176097.47
2429,111624.51
2430,129264.89
2431,118308.945
2432,140013.98
2433,139683.08
2434,128781.36
2435,148704.58
2436,105919.86
2437,114578.87
2438,122573.04
2439,101317.8
2440,118646.63
2441,100606.34
2442,108249.625
2443,115813.57
2444,135237.14
2445,76567.22
2446,119752.81
2447,212800.23
2448,136351.62
2449,112496.23
2450,152076.83
2451,119964.93
2452,207889.12
2453,90561.484
2454,119416.19
2455,81623.375
2456,147081.02
2457,124963.96
2458,126766.01
2459,113713.625
2460,155574.89
2461,123981.73
2462,132314.92
2463,130942.305
2464,148555.3
2465,135938.1
2466,108290.01
2467,160014.47
2468,80078.945
2469,86845.21
2470,167212.16
2471,189339.75
2472,182709.83
2473,120313.93
2474,103585.25
2475,223535.97
2476,101865.76
2477,129273.51
2478,165249.19
2479,107962.15
2480,134438.12
2481,125239.97
2482,132456.72
2483,99727.21
2484,126454.984
2485,127786.79
2486,138709.61
2487,172947.03
2488,162925.23
2489,148868.94
2490,135488.33
2491,61872.445
2492,187103.95
2493,136006.88
2494,143832.67
2495,83289.06
2496,207075.86
2497,148176.4
2498,116026.06
2499,70370.28
2500,120908.9
2501,124309.86
2502,149798.31
2503,72881.6
2504,174168.14
2505,227366.44
2506,255343.84
2507,334132.72
2508,259040.88
2509,213506.56
2510,222691.38
2511,179459.58
2512,217011.95
2513,213407.98
2514,243187.64
2515,151360.8
2516,170012.06
2517,141884.19
2518,148968.02
2519,219490.23
2520,210904.36
2521,189875.73
2522,221273.62
2523,121104.32
2524,144130.69
2525,146098.94
2526,150788.1
2527,118746.516
2528,125741.87
2529,137352.88
2530,125131.15
2531,218841.2
2532,219347.38
2533,198181.1
2534,235943.25
2535,345089.0
2536,250545.5
2537,226156.67
2538,183525.55
2539,196135.42
2540,175874.78
2541,176203.48
2542,163862.69
2543,128294.83
2544,122780.16
2545,118854.89
2546,123076.61
2547,140814.22
2548,164214.69
2549,165064.34
2550,252789.12
2551,140970.08
2552,118944.1
2553,84115.9
2554,119282.336
2555,108713.99
2556,98752.28
2557,110843.664
2558,174586.81
2559,150911.72
2560,119288.77
2561,136009.27
2562,144740.62
2563,151972.44
2564,172718.84
2565,138239.0
2566,171920.92
2567,154352.73
2568,209073.2
2569,193648.78
2570,127543.625
2571,175054.67
2572,183691.02
2573,237032.39
2574,334052.03
2575,134938.12
2576,125566.38
2577,159103.97
2578,85450.13
2579,76223.53
2580,113949.29
2581,130371.66
2582,112745.71
2583,318757.16
2584,147191.6
2585,190101.84
2586,201077.61
2587,191537.95
2588,155751.45
2589,148513.4
2590,203486.02
2591,232752.36
2592,219935.6
2593,269072.75
2594,175336.1
2595,211264.34
2596,329921.34
2597,180702.89
2598,273370.97
2599,303707.53
2600,178379.11
2601,145134.84
2602,88467.25
2603,91924.99
2604,78291.87
2605,78782.83
2606,154706.12
2607,178885.67
2608,209572.58
2609,169120.66
2610,106616.31
2611,160368.02
2612,142102.3
2613,133694.12
2614,124598.945
2615,166032.72
2616,133989.22
2617,164496.81
2618,201046.45
2619,211654.38
2620,188882.77
2621,179673.94
2622,185509.69
2623,224628.47
2624,282558.0
2625,341711.6
2626,177418.88
2627,171926.88
2628,419799.03
2629,541003.0
2630,364399.0
2631,449750.88
2632,449333.78
2633,334784.3
2634,385645.84
2635,152512.81
2636,183127.3
2637,183643.4
2638,238259.75
2639,182684.78
2640,155462.23
2641,105634.76
2642,183871.67
2643,111750.72
2644,121359.59
2645,98884.91
2646,95557.23
2647,111098.09
2648,141886.78
2649,149392.36
2650,128769.65
2651,146919.75
2652,444686.0
2653,260977.77
2654,248181.89
2655,341754.5
2656,367069.06
2657,369637.3
2658,265943.6
2659,293722.28
2660,337518.03
2661,312229.06
2662,316977.66
2663,276735.47
2664,307640.0
2665,333794.88
2666,291153.4
2667,171360.72
2668,168181.23
2669,179512.84
2670,290519.03
2671,173084.25
2672,181698.8
2673,184169.05
2674,187795.42
2675,183358.11
2676,182045.31
2677,191632.77
2678,245068.98
2679,271087.47
2680,278880.5
2681,383852.53
2682,329482.84
2683,504793.66
2684,305645.5
2685,356163.4
2686,253785.16
2687,360503.12
2688,212155.38
2689,213698.38
2690,493838.0
2691,199528.3
2692,121422.76
2693,174554.8
2694,107073.086
2695,182416.19
2696,179759.61
2697,181628.48
2698,183093.39
2699,173735.64
2700,157690.39
2701,142299.95
2702,112864.88
2703,124234.35
2704,140235.39
2705,124240.89
2706,106075.6
2707,119306.24
2708,131480.38
2709,123666.07
2710,124455.695
2711,270680.06
2712,367027.22
2713,183453.33
2714,147617.92
2715,165927.5
2716,156732.94
2717,192591.78
2718,250992.08
2719,148796.19
2720,156585.42
2721,147150.6
2722,166035.16
2723,138642.77
2724,134407.45
2725,141107.64
2726,144415.03
2727,160024.17
2728,169001.23
2729,168701.52
2730,133572.12
2731,117260.0
2732,116878.89
2733,155264.77
2734,123758.92
2735,132998.52
2736,138139.64
2737,120660.3
2738,133898.06
2739,156133.12
2740,144347.84
2741,144942.78
2742,154186.7
2743,156906.25
2744,156713.95
2745,139085.58
2746,143450.64
2747,155953.42
2748,120998.48
2749,127543.89
2750,131880.02
2751,139255.64
2752,228474.5
2753,142931.23
2754,210734.66
2755,113835.18
2756,89623.75
2757,84958.13
2758,80621.52
2759,156592.81
2760,132362.02
2761,138768.05
2762,147346.97
2763,179352.33
2764,152096.33
2765,257171.31
2766,145614.3
2767,93058.99
2768,126961.516
2769,139860.02
2770,154097.19
2771,118984.37
2772,126772.516
2773,130325.08
2774,147048.06
2775,140515.9
2776,152511.66
2777,143669.48
2778,122960.77
2779,115487.52
2780,88030.93
2781,90873.516
2782,95262.06
2783,105573.27
2784,126626.18
2785,134058.08
2786,79262.18
2787,121767.41
2788,90165.95
2789,191996.06
2790,73160.695
2791,116459.15
2792,80190.89
2793,163145.47
2794,111614.31
2795,119545.2
2796,108168.586
2797,203603.3
2798,126370.77
2799,110419.05
2800,71905.695
2801,103090.81
2802,130742.39
2803,177283.69
2804,145570.9
2805,79684.51
2806,106412.55
2807,151139.03
2808,150244.42
2809,130736.78
2810,130691.34
2811,154227.86
2812,150123.23
2813,158755.28
2814,156668.45
2815,113798.94
2816,261055.64
2817,140992.67
2818,128981.51
2819,167096.38
2820,136767.58
2821,113010.47
2822,189612.47
2823,250280.2
2824,185175.22
2825,157799.83
2826,119997.234
2827,142720.83
2828,229242.9
2829,186821.72
2830,229502.7
2831,189386.11
2832,244204.48
2833,326658.34
2834,217024.56
2835,219408.66
2836,199760.6
2837,171926.39
2838,145665.1
2839,187119.9
2840,195702.2
2841,210825.11
2842,222526.42
2843,156828.9
2844,162958.2
2845,116051.055
2846,216599.03
2847,194758.67
2848,220327.0
2849,209023.75
2850,289791.06
2851,219785.44
2852,227694.33
2853,247702.97
2854,141678.77
2855,200717.02
2856,200260.12
2857,190029.61
2858,194590.34
2859,109215.65
2860,124651.195
2861,129047.45
2862,194732.89
2863,116848.98
2864,261299.17
2865,142081.47
2866,130847.48
2867,97770.09
2868,112168.73
2869,120666.56
2870,149759.94
2871,106257.164
2872,67790.76
2873,88136.02
2874,143974.97
2875,112065.445
2876,145401.39
2877,149355.83
2878,155629.08
2879,146655.27
2880,105717.26
2881,160906.55
2882,182323.52
2883,199829.08
2884,188628.39
2885,188054.28
2886,213951.14
2887,88816.51
2888,125341.89
2889,57442.734
2890,85692.85
2891,126407.695
2892,43396.598
2893,102726.61
2894,60282.723
2895,350894.1
2896,271036.75
2897,190816.53
2898,160629.73
2899,212064.58
2900,166027.72
2901,190847.5
2902,181694.77
2903,367771.62
2904,348109.62
2905,116823.45
2906,192945.6
2907,111713.2
2908,126243.1
2909,142200.1
2910,78681.35
2911,77412.82
2912,155194.88
2913,71839.63
2914,75749.46
2915,74405.984
2916,69718.54
2917,150154.64
2918,102560.99
2919,210334.1
